['horapa', 'jinda', 'kaprao', 'kareang', 'kheenhu', 'manglug', 'nhum', 'saranae', 'shifa', 'yhira']
[0.03216414898633957, 4.558767250273377e-05, 0.45229271054267883, 0.0018448838964104652, 0.00244114245288074, 0.5058497786521912, 0.0021356171928346157, 0.0005338529008440673, 1.4100141925155185e-05, 0.002678167773410678], 2025-11-11T17:48:58.608904+00:00
[0.0021580469328910112, 1.1202005225641187e-05, 0.981884241104126, 3.0099899959168397e-05, 0.014928297139704227, 0.0002889514435082674, 5.236584911472164e-05, 5.3883424698142335e-05, 9.015573596116155e-06, 0.000583978253416717], 2025-11-11T17:49:35.243257+00:00
[0.048342205584049225, 6.585286200788687e-07, 0.8655941486358643, 4.302857632865198e-06, 0.0005855151684954762, 0.0016022833297029138, 5.236711331235711e-07, 0.06960612535476685, 0.010533942840993404, 0.0037302905693650246], 2025-11-11T17:50:13.424611+00:00
[0.5782160758972168, 8.990905371319968e-06, 0.4072575569152832, 3.1124185625230893e-05, 9.715026862977538e-06, 0.00019267105381004512, 0.0003445624897722155, 0.00026018713833764195, 0.001641231239773333, 0.012037756852805614], 2025-11-11T17:51:08.114677+00:00

[0.42550888657569885, 3.16204520345309e-08, 0.5639814138412476, 3.877449216815876e-06, 1.1931322205782635e-06, 0.0011281552724540234, 2.931392906191377e-09, 0.003533236915245652, 5.5727659855620004e-06, 0.005837644916027784], 2025-11-11T18:16:52.491095+00:00
[0.6381798982620239, 1.3906576157296513e-07, 0.3469139635562897, 4.860753506363835e-06, 3.9301296055782586e-05, 0.013904688879847527, 3.9289620445970286e-08, 0.00020316489099059254, 6.502301403088495e-05, 0.0006887988420203328], 2025-11-11T18:19:33.054726+00:00
[0.336062490940094, 3.700718664845226e-08, 0.6611111760139465, 1.542954009892128e-06, 6.46564058115473e-06, 6.679242505924776e-05, 5.515116896503969e-08, 0.0003956484724767506, 0.002335813594982028, 1.9974995666416362e-05], 2025-11-11T18:20:20.330910+00:00
[0.7240813374519348, 1.1242211712669814e-06, 0.2661201059818268, 1.5370283108495641e-06, 0.00017910930910147727, 0.007920634932816029, 4.78513539903247e-09, 2.886914626287762e-05, 0.001664143637754023, 3.1490076253248844e-06], 2025-11-11T18:21:02.037173+00:00
[0.8868259191513062, 0.00011247473594266921, 0.09080483019351959, 0.00011648881627479568, 0.011976721696555614, 0.0032482449896633625, 1.2598760577020585e-06, 6.238646165002137e-05, 0.006402680184692144, 0.00044904209789820015], 2025-11-11T18:21:29.180150+00:00
[0.5395809412002563, 1.8130161549834156e-07, 0.1523720771074295, 0.00021135277347639203, 0.2404632717370987, 0.017592424526810646, 0.002993509406223893, 8.720810001250356e-06, 0.00012146279186708853, 0.04665606468915939], 2025-11-11T18:21:53.750802+00:00
[0.05299556255340576, 8.258115258286125e-07, 0.9068279266357422, 1.4790580280532595e-06, 0.0012429887428879738, 0.003767203539609909, 3.960557933169184e-06, 0.009669860824942589, 0.024324284866452217, 0.0011658606817945838], 2025-11-11T18:22:37.814587+00:00
[0.7543622851371765, 0.0001861277560237795, 0.10892369598150253, 6.844926974736154e-05, 0.001234174706041813, 0.11561265587806702, 0.0001366589858662337, 0.00029824735247530043, 0.018470611423254013, 0.0007070598658174276], 2025-11-11T18:23:28.240927+00:00
[0.08270848542451859, 2.2814616329469573e-07, 0.23445509374141693, 1.7848760762717575e-05, 0.003371488070115447, 0.000174901113496162, 0.0022623895201832056, 0.03249756619334221, 0.00026637600967660546, 0.6442456841468811], 2025-11-11T18:24:32.502813+00:00
[0.2931375801563263, 1.836585761338938e-05, 0.6827195286750793, 1.2846990671278036e-07, 0.0019898239988833666, 0.002240350004285574, 9.026221050589811e-06, 0.011830374598503113, 0.007519807666540146, 0.0005350785795599222], 2025-11-11T18:25:06.360623+00:00

[0.5133021473884583, 2.083987453715963e-07, 0.18614041805267334, 9.57260340328503e-07, 6.420499971682148e-07, 9.640555072110146e-05, 1.1452087846919312e-06, 0.003846602514386177, 2.037033118540421e-05, 0.2965911030769348], 2025-11-11T18:35:30.050185+00:00
[0.03426358103752136, 3.959339522907612e-09, 0.1597050279378891, 3.22209245950944e-07, 1.071271867658652e-06, 3.7188503938523354e-06, 3.73872853742796e-06, 0.008205128833651543, 9.311603207606822e-06, 0.7978081703186035], 2025-11-11T18:36:17.922262+00:00
[0.025772683322429657, 7.757377318284853e-08, 0.2715652585029602, 1.3366215689813998e-08, 1.2643172340176534e-05, 1.6673526261001825e-05, 1.343935423392395e-06, 0.37442952394485474, 0.0052820974960923195, 0.32291969656944275], 2025-11-11T18:36:42.976663+00:00
[0.8677406907081604, 7.487748803214345e-07, 0.11563124507665634, 2.798788045765832e-08, 0.0001162645494332537, 0.00015613314462825656, 3.2479007927577186e-07, 0.00011120576527900994, 0.015143553726375103, 0.0010996864875778556], 2025-11-11T18:37:28.382134+00:00
[0.9857965111732483, 7.400095825005337e-08, 0.013099877163767815, 5.186744189700221e-08, 4.1629570546319883e-07, 7.041739536362002e-06, 4.969736551174719e-07, 2.5711658508953406e-06, 2.5616067432565615e-05, 0.001067250850610435], 2025-11-11T18:37:49.949443+00:00
[0.9319660663604736, 1.299851874136948e-06, 0.053283583372831345, 6.462531132456206e-07, 3.467989154160023e-05, 6.070783274481073e-05, 4.876299044553889e-07, 0.0002709412947297096, 1.4327370081446134e-05, 0.014367255382239819], 2025-11-11T18:38:22.803650+00:00
[0.02442055754363537, 2.3341555788647383e-05, 0.04132413864135742, 1.115172381105367e-06, 0.00011000589438481256, 0.00010911475692410022, 6.655983452219516e-05, 0.0746862068772316, 0.0228735338896513, 0.8363854289054871], 2025-11-11T18:38:42.993851+00:00
[0.266607403755188, 5.011249193387357e-09, 0.039962925016880035, 8.938010296333232e-07, 4.173188699496677e-06, 0.00011417246423661709, 0.0003084425115957856, 0.0008259291062131524, 3.3571005531030096e-08, 0.692176103591919], 2025-11-11T18:40:00.108795+00:00
[0.702150285243988, 1.508417142304097e-07, 0.04802844300866127, 1.240490945519923e-07, 2.5891898985719308e-05, 8.330582204507664e-06, 9.725853260533768e-07, 0.0007560017402283847, 0.02357710339128971, 0.2254527062177658], 2025-11-11T18:40:29.698089+00:00
[0.8188540935516357, 1.8519340301281773e-06, 0.006999041419476271, 2.212517813404702e-07, 7.795067176630255e-06, 0.00029836033354513347, 3.1202771424432285e-06, 8.077784514171071e-06, 0.008012439124286175, 0.165815070271492], 2025-11-11T18:40:55.710314+00:00

[3.762354754144326e-05, 0.09914253652095795, 0.00033213861752301455, 0.17545996606349945, 0.7247608304023743, 9.771768964128569e-05, 4.1246022419727524e-07, 1.8527835266013426e-07, 0.0001684829912846908, 1.972573926423138e-08], 2025-11-11T18:50:10.957415+00:00
[0.0014893970219418406, 0.001096536172553897, 2.7481157303554937e-05, 0.09460115432739258, 0.8911754488945007, 8.76736594364047e-05, 0.00027729824068956077, 5.270954872571565e-08, 0.011244667693972588, 3.224552642677736e-07], 2025-11-11T18:59:03.997163+00:00
[0.0018815504154190421, 0.010860228911042213, 0.00010537719208514318, 0.934719979763031, 0.030925380066037178, 0.018359072506427765, 0.0012970970710739493, 8.418430661549792e-05, 0.0017670009983703494, 7.413070335360317e-08], 2025-11-11T18:59:56.740159+00:00
[9.611910354578868e-05, 0.006344560068100691, 0.0017664751503616571, 0.8848332166671753, 0.10554608702659607, 3.695766736200312e-06, 0.00011218240979360417, 8.121025894070044e-05, 0.0012162772472947836, 1.9298120434996235e-07], 2025-11-11T19:01:40.846154+00:00
[0.8071723580360413, 0.0005038939416408539, 0.10960155725479126, 0.05085475742816925, 0.011482706293463707, 0.014961974695324898, 0.0011562381405383348, 6.25398606644012e-05, 0.0041502052918076515, 5.380173024605028e-05], 2025-11-11T19:03:11.567862+00:00
[0.0006452213274315, 0.4580930471420288, 1.6883666830835864e-05, 0.03201238065958023, 0.19045251607894897, 4.019973857793957e-05, 0.2688969075679779, 2.953369403257966e-05, 0.04971640929579735, 9.690449951449409e-05], 2025-11-11T19:05:01.854765+00:00
[0.0012365949805825949, 0.028376508504152298, 0.05931815505027771, 0.06763768196105957, 0.0059247263707220554, 0.8240410089492798, 0.0007860215846449137, 0.012417386285960674, 0.00022768536291550845, 3.422021836740896e-05], 2025-11-11T19:08:55.698100+00:00
[0.4930192530155182, 0.01531518716365099, 0.3509202301502228, 0.00010292456136085093, 0.08254692703485489, 0.0007207182934507728, 0.0017477539367973804, 1.9346450699231355e-06, 0.05562245100736618, 2.650102487677941e-06], 2025-11-11T19:09:52.552595+00:00
[5.60910084459465e-05, 0.04387611150741577, 6.911257514730096e-05, 0.3627312481403351, 0.4788517355918884, 6.010678248458134e-07, 0.10653861612081528, 2.0421211957000196e-06, 0.00784174632281065, 3.2654999813530594e-05], 2025-11-11T19:10:48.021590+00:00
[0.11686789244413376, 0.02166454680263996, 0.0693768784403801, 0.6602048277854919, 0.11198661476373672, 0.014244833029806614, 0.00029381029889918864, 0.00027576429420150816, 0.002023102017119527, 0.0030617634765803814], 2025-11-11T19:11:40.744505+00:00

[1.4316809028969146e-05, 0.830817461013794, 1.0962349733745214e-05, 0.0021622239146381617, 0.16491727530956268, 0.0005169248324818909, 2.6116515527974116e-07, 1.5311528613892733e-06, 0.0015590793918818235, 4.572790857082509e-08], 2025-11-11T19:17:14.485584+00:00
[0.00010580273374216631, 0.8270804286003113, 1.3537085123971337e-06, 0.10884487628936768, 0.05691409111022949, 3.985869625466876e-06, 0.00017441809177398682, 9.802296574434877e-08, 0.006872608792036772, 2.3981531285244273e-06], 2025-11-11T19:18:09.086321+00:00
[0.00019134745525661856, 0.9606602191925049, 4.888792773272144e-06, 0.00021883849694859236, 0.03766987845301628, 3.170045238221064e-05, 7.225166427815566e-06, 2.66074778210168e-07, 0.001215671538375318, 3.972203899138549e-09], 2025-11-11T19:19:04.841695+00:00
[5.13948907610029e-06, 0.9915892481803894, 5.029841486248188e-05, 0.005380662623792887, 0.002685653045773506, 0.00022741901921108365, 7.42766133043915e-06, 6.905995633132989e-07, 5.1091425120830536e-05, 2.3637530830455944e-06], 2025-11-11T19:19:57.548944+00:00
[9.871027577901259e-05, 0.9806596636772156, 8.990012929643854e-07, 0.0002062306011794135, 0.009612755849957466, 1.2027272759951302e-06, 0.0012747932923957705, 1.1458064363978337e-06, 0.008136984892189503, 7.571762125735404e-06], 2025-11-11T19:21:43.615607+00:00
[0.532516598701477, 8.422418613918126e-05, 0.37634435296058655, 0.0003958572924602777, 0.06041910499334335, 0.029847851023077965, 6.775061774533242e-05, 5.492579657584429e-05, 0.00026289111701771617, 6.423090326279635e-06], 2025-11-11T19:23:03.461320+00:00
[0.0035799737088382244, 0.3176179826259613, 0.04226037859916687, 0.11280018091201782, 0.004577875602990389, 0.5037198662757874, 0.012023285031318665, 0.0001897128386190161, 0.003229536348953843, 1.2403133951011114e-06], 2025-11-11T19:27:18.008876+00:00
[0.6791558265686035, 0.20036303997039795, 0.03437978774309158, 0.00010815857240231708, 0.07150975614786148, 0.0025390833616256714, 0.005665292963385582, 1.3845112789567793e-07, 0.006276478059589863, 2.4570792902522953e-06], 2025-11-11T19:29:39.926831+00:00
[1.447123167963582e-07, 0.9304157495498657, 2.8497089132883957e-08, 0.028163999319076538, 0.0403781533241272, 5.082464440420154e-07, 0.0008944491273723543, 9.509005138852444e-09, 0.0001463291555410251, 6.034402417753881e-07], 2025-11-11T19:31:30.716479+00:00
[0.001062888652086258, 0.02180846594274044, 1.544559927424416e-05, 0.37632882595062256, 0.59992915391922, 2.0164619854767807e-05, 0.00021402741549536586, 2.76013834081823e-05, 0.0005920260446146131, 1.4316683518700302e-06], 2025-11-11T19:32:53.859415+00:00

[0.001928366138599813, 0.7762198448181152, 0.0004293183155823499, 0.03395846113562584, 0.1566421240568161, 0.029560891911387444, 1.4532095065078465e-06, 1.7754271539160982e-05, 0.0012410421622917056, 6.695548790958128e-07], 2025-11-11T19:39:09.109599+00:00
[0.0008771484135650098, 0.019692905247211456, 0.0006992523558437824, 0.1886442005634308, 0.7846697568893433, 0.0002813837199937552, 1.0803421901073307e-05, 1.9328763301018625e-06, 0.005117720924317837, 4.805679964192677e-06], 2025-11-11T19:41:23.418784+00:00
[1.7129579646280035e-05, 0.48810115456581116, 4.003628873761045e-06, 0.024268867447972298, 0.4791925251483917, 0.007957198657095432, 1.2133150484316957e-08, 2.7621499611996114e-06, 0.00045631249668076634, 1.307697977681599e-10], 2025-11-11T19:42:32.295358+00:00
[0.0002529798948671669, 0.032066307961940765, 0.006802592426538467, 0.0826994851231575, 0.8514025807380676, 0.00020318340102676302, 0.002836209023371339, 1.0062229875984485e-06, 0.023675445467233658, 6.029555879649706e-05], 2025-11-11T19:44:58.172461+00:00
[0.001956540159881115, 0.5258068442344666, 0.00030284171225503087, 0.18515902757644653, 0.21268127858638763, 0.00044024692033417523, 0.017944147810339928, 0.005190328694880009, 0.05050159990787506, 1.7095177099690773e-05], 2025-11-11T19:46:10.236984+00:00
[0.0025034015998244286, 0.0015006783651188016, 0.005632804241031408, 0.012687061913311481, 0.008505027741193771, 0.9688263535499573, 5.647555099130841e-06, 0.00015985939535312355, 0.00017866527196019888, 6.662843929916562e-07], 2025-11-11T19:47:14.217749+00:00
[0.0023472881875932217, 0.00012861769937444478, 0.012580962851643562, 0.6363075375556946, 0.09421298652887344, 0.25225016474723816, 4.7984489356167614e-05, 0.00144107302185148, 0.0006792361964471638, 4.163669927947922e-06], 2025-11-11T19:48:38.758597+00:00
[0.3145013153553009, 0.003132394514977932, 0.5953169465065002, 0.00044223052100278437, 0.05608658120036125, 0.004137040115892887, 0.005380922928452492, 9.075039997696877e-05, 0.020878106355667114, 3.3624561183387414e-05], 2025-11-11T19:51:13.441724+00:00
[0.00017684983322396874, 0.0005759057821705937, 0.0010549925500527024, 0.8314802646636963, 0.16633240878582, 4.337215796113014e-05, 0.00017566981841810048, 1.3280395251058508e-05, 0.00014580968127120286, 1.44222428843932e-06], 2025-11-11T19:52:05.809322+00:00
[3.776371158892289e-05, 6.496960850199685e-05, 9.932296052284073e-06, 0.9995473027229309, 0.00025422009639441967, 7.773050310788676e-05, 5.388314548326889e-06, 6.010999413774698e-07, 5.1461029215715826e-08, 2.126668277924182e-06], 2025-11-11T19:52:58.294990+00:00

[0.0001614353823242709, 0.9544893503189087, 0.00010961133375531062, 0.005152195226401091, 0.02544616349041462, 5.774150849902071e-05, 7.72201474319445e-06, 1.7805319885155768e-08, 0.014575301669538021, 4.457192801510246e-07], 2025-11-11T20:02:24.464831+00:00
[0.0002748605329543352, 0.6164645552635193, 5.026057806389872e-06, 0.0001160366227850318, 0.00042213842971250415, 1.3711674000660423e-05, 0.35681846737861633, 3.326716124796292e-10, 0.025878462940454483, 6.718415988871129e-06], 2025-11-11T20:03:09.173079+00:00
[0.0006174505106173456, 0.3834143280982971, 5.8299428928876296e-06, 4.688409717346076e-06, 0.03499593958258629, 9.712697647046298e-05, 0.00017939555982593447, 4.2392676036229204e-09, 0.5806851387023926, 2.034697965669352e-09], 2025-11-11T20:04:20.979047+00:00
[5.9400423197075725e-05, 0.7314429879188538, 7.936432666610926e-06, 0.00014850734442006797, 0.07973536849021912, 1.441839867766248e-05, 0.021718770265579224, 3.4457805497822847e-08, 0.16687211394309998, 4.6491877014886995e-07], 2025-11-11T20:05:05.275142+00:00
[5.920226612943225e-06, 0.40318387746810913, 5.578564014285803e-06, 0.0002778233611024916, 0.0033430801704525948, 8.792131325208175e-07, 0.4968891739845276, 5.121083859194187e-07, 0.0962698832154274, 2.3297921870835125e-05], 2025-11-11T20:05:52.953347+00:00
[0.003784360596910119, 0.761625349521637, 0.00023077198420651257, 0.0781976506114006, 0.15373000502586365, 0.0006157787283882499, 3.3847729810077e-06, 4.8489578574617553e-08, 0.001812195754610002, 4.6401322606470785e-07], 2025-11-11T20:06:48.881821+00:00
[9.939675749137677e-08, 0.03051384724676609, 8.905022497174286e-09, 0.9630243182182312, 0.00637610349804163, 5.219274612500158e-07, 8.060146501520649e-05, 2.497674067569733e-09, 4.533116680249805e-06, 2.790254916007484e-09], 2025-11-11T20:08:04.969577+00:00
[2.1156291040824726e-05, 0.003113366896286607, 1.1521138731040992e-05, 8.314849765156396e-06, 0.00039028271567076445, 1.3667828113739233e-07, 0.1023368388414383, 8.775026538732078e-11, 0.8941183686256409, 2.154845191171262e-09], 2025-11-11T20:09:35.591257+00:00
[0.0007523372769355774, 0.031595949083566666, 2.2809656002209522e-05, 0.1168777123093605, 0.11409909278154373, 0.003922672942280769, 0.7295555472373962, 2.607532906040433e-06, 0.0031678250525146723, 3.4637855605978984e-06], 2025-11-11T20:10:32.463431+00:00
[0.0002837404899764806, 0.5539857745170593, 2.7267855330137536e-05, 0.16595745086669922, 0.1590030938386917, 1.706208081486693e-07, 0.1133166253566742, 1.4654205187980551e-05, 0.007410567253828049, 6.240346692720777e-07], 2025-11-11T20:11:37.854820+00:00

[0.0007765247719362378, 0.02825251594185829, 6.0166107687109616e-06, 0.006331104785203934, 0.8485442399978638, 0.0003838077827822417, 0.06987456232309341, 1.2886231388620217e-06, 0.04582890868186951, 1.00815645964758e-06], 2025-11-11T20:23:28.930423+00:00
[8.338956547504495e-08, 0.0040628183633089066, 1.6253667922683235e-07, 8.65413312567398e-06, 0.0003836238756775856, 1.0444395229569636e-05, 0.9954718351364136, 3.949335791730846e-08, 6.227179983397946e-05, 1.6763614496539958e-07], 2025-11-11T20:25:54.570685+00:00
[1.592377088854846e-06, 0.0018635232700034976, 5.0803560043277685e-06, 2.458697599649895e-05, 0.00044314403203316033, 6.442386961680313e-07, 0.954140305519104, 2.034157660091296e-06, 0.04351132735610008, 7.654424734937493e-06], 2025-11-11T20:27:29.335928+00:00
[1.0157647921005264e-05, 0.0014869233127683401, 5.089174737804569e-05, 0.010756383650004864, 0.004338480066508055, 3.6099272620049305e-06, 0.9831511974334717, 2.8506510716397315e-06, 0.00018522812752053142, 1.4287496014731005e-05], 2025-11-11T20:28:31.467706+00:00
[0.0015024885069578886, 0.09549355506896973, 3.2949108572211117e-05, 0.007105399388819933, 0.003930680453777313, 6.472637323895469e-06, 0.8065949082374573, 4.6333600039361045e-05, 0.03877149894833565, 0.04651564359664917], 2025-11-11T20:29:39.721877+00:00
[5.614649853669107e-05, 0.7631353139877319, 0.005032661370933056, 0.016917990520596504, 0.1894928365945816, 0.00016515977040398866, 0.007730680983513594, 2.7336831408319995e-05, 0.01735099032521248, 9.087241051020101e-05], 2025-11-11T20:30:51.108733+00:00
[0.0005571843939833343, 5.646470526698977e-07, 3.952125916839577e-05, 0.2665382921695709, 0.08039579540491104, 1.1645352060440928e-05, 0.6523832678794861, 6.847970507806167e-05, 1.5961751387294498e-06, 3.6893395645165583e-06], 2025-11-11T20:31:29.412201+00:00
[2.9545412871812005e-06, 5.4167991038411856e-05, 7.35657113182242e-06, 4.4937273457890115e-08, 0.00018856461974792182, 1.1136198452277313e-07, 0.9353448152542114, 2.66005717453055e-10, 0.06440185755491257, 4.412387255570138e-08], 2025-11-11T20:33:06.586525+00:00
[1.26778132880645e-07, 4.127614943172375e-07, 6.435731592091543e-08, 7.418542372761294e-05, 3.9714432205073535e-05, 1.4889039334775589e-08, 0.9998815059661865, 3.1202989081435817e-09, 3.867706254823133e-06, 3.7354300985725786e-08], 2025-11-11T20:33:55.442154+00:00
[3.567226667655632e-05, 0.00019396351126488298, 1.8988103533956746e-07, 0.018234072253108025, 7.973179162945598e-05, 2.3675999827332816e-08, 0.9812847375869751, 2.5173798601230146e-09, 0.00017034250777214766, 1.2029694289594772e-06], 2025-11-11T20:34:32.851241+00:00
